timestep,m,strategy,instance_id,alpha_over_alpha_star,S,T_rounds,n_pcc_survived,n_nonpcc_survived,pcc_isolated,alpha_star
00:00,0,pcc_direct,1,0.6387755102040816,0.0,0,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.6877551020408162,0.0,0,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.736734693877551,0.0,1,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.7857142857142857,0.0,1,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.8346938775510203,0.0,1,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.883673469387755,0.0,1,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.9326530612244898,0.0,2,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,0.9816326530612244,0.0,2,0,0,1,0.7012746655536307
00:00,0,pcc_direct,1,1.030612244897959,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.079591836734694,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.1285714285714286,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.1775510204081634,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.226530612244898,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.2755102040816326,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.3244897959183675,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.373469387755102,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.4224489795918367,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.4714285714285715,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.5204081632653061,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.5693877551020408,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.6183673469387756,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.6673469387755102,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.7163265306122448,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.7653061224489797,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.8142857142857143,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.863265306122449,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.9122448979591837,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,1.9612244897959183,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.010204081632653,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.059183673469388,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.1081632653061226,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.157142857142857,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.206122448979592,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.2551020408163267,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.304081632653061,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.353061224489796,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.4020408163265308,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.451020408163265,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,1,2.5,1.0,0,4,98,0,0.7012746655536307
00:00,0,pcc_direct,2,0.1,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.1489795918367347,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.19795918367346937,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.24693877551020407,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.29591836734693877,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.3448979591836735,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.3938775510204081,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.44285714285714284,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.49183673469387756,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.5408163265306122,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.5897959183673469,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.6387755102040816,0.0,0,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.6877551020408162,0.0,1,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.736734693877551,0.0,1,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.7857142857142857,0.0,1,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.8346938775510203,0.0,1,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.883673469387755,0.0,1,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.9326530612244898,0.0,2,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,0.9816326530612244,0.0,2,0,0,1,1.0954438370178252
00:00,0,pcc_direct,2,1.030612244897959,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.079591836734694,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.1285714285714286,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.1775510204081634,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.226530612244898,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.2755102040816326,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.3244897959183675,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.373469387755102,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.4224489795918367,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.4714285714285715,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.5204081632653061,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.5693877551020408,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.6183673469387756,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.6673469387755102,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.7163265306122448,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.7653061224489797,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.8142857142857143,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.863265306122449,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.9122448979591837,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,1.9612244897959183,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.010204081632653,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.059183673469388,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.1081632653061226,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.157142857142857,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.206122448979592,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.2551020408163267,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.304081632653061,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.353061224489796,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.4020408163265308,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.451020408163265,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,2,2.5,1.0,0,4,98,0,1.0954438370178252
00:00,0,pcc_direct,3,0.1,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.1489795918367347,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.19795918367346937,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.24693877551020407,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.29591836734693877,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.3448979591836735,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.3938775510204081,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.44285714285714284,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.49183673469387756,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.5408163265306122,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.5897959183673469,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.6387755102040816,0.0,0,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.6877551020408162,0.0,1,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.736734693877551,0.0,1,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.7857142857142857,0.0,1,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.8346938775510203,0.0,1,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.883673469387755,0.0,1,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.9326530612244898,0.0,1,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,0.9816326530612244,0.0,2,0,0,1,0.7124537912147997
00:00,0,pcc_direct,3,1.030612244897959,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.079591836734694,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.1285714285714286,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.1775510204081634,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.226530612244898,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.2755102040816326,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.3244897959183675,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.373469387755102,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.4224489795918367,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.4714285714285715,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.5204081632653061,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.5693877551020408,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.6183673469387756,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.6673469387755102,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.7163265306122448,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.7653061224489797,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.8142857142857143,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.863265306122449,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.9122448979591837,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,1.9612244897959183,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.010204081632653,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.059183673469388,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.1081632653061226,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.157142857142857,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.206122448979592,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.2551020408163267,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.304081632653061,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.353061224489796,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.4020408163265308,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.451020408163265,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,3,2.5,1.0,0,4,98,0,0.7124537912147997
00:00,0,pcc_direct,4,0.1,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.1489795918367347,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.19795918367346937,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.24693877551020407,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.29591836734693877,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.3448979591836735,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.3938775510204081,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.44285714285714284,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.49183673469387756,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.5408163265306122,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.5897959183673469,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.6387755102040816,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.6877551020408162,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.736734693877551,0.0,0,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.7857142857142857,0.0,1,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.8346938775510203,0.0,1,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.883673469387755,0.0,1,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.9326530612244898,0.0,1,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,0.9816326530612244,0.0,1,0,0,1,0.6843252347780757
00:00,0,pcc_direct,4,1.030612244897959,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.079591836734694,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.1285714285714286,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.1775510204081634,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.226530612244898,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.2755102040816326,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.3244897959183675,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.373469387755102,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.4224489795918367,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.4714285714285715,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.5204081632653061,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.5693877551020408,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.6183673469387756,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.6673469387755102,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.7163265306122448,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.7653061224489797,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.8142857142857143,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.863265306122449,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.9122448979591837,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,1.9612244897959183,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.010204081632653,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.059183673469388,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.1081632653061226,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.157142857142857,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.206122448979592,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.2551020408163267,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.304081632653061,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.353061224489796,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.4020408163265308,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.451020408163265,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,4,2.5,1.0,0,4,98,0,0.6843252347780757
00:00,0,pcc_direct,5,0.1,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.1489795918367347,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.19795918367346937,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.24693877551020407,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.29591836734693877,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.3448979591836735,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.3938775510204081,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.44285714285714284,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.49183673469387756,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.5408163265306122,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.5897959183673469,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.6387755102040816,0.0,0,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.6877551020408162,0.0,1,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.736734693877551,0.0,1,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.7857142857142857,0.0,1,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.8346938775510203,0.0,1,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.883673469387755,0.0,1,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.9326530612244898,0.0,2,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,0.9816326530612244,0.0,2,0,0,1,0.7436328213415835
00:00,0,pcc_direct,5,1.030612244897959,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.079591836734694,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.1285714285714286,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.1775510204081634,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.226530612244898,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.2755102040816326,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.3244897959183675,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.373469387755102,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.4224489795918367,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.4714285714285715,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.5204081632653061,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.5693877551020408,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.6183673469387756,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.6673469387755102,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.7163265306122448,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.7653061224489797,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.8142857142857143,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.863265306122449,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.9122448979591837,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,1.9612244897959183,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.010204081632653,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.059183673469388,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.1081632653061226,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.157142857142857,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.206122448979592,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.2551020408163267,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.304081632653061,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.353061224489796,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.4020408163265308,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.451020408163265,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,5,2.5,1.0,0,4,98,0,0.7436328213415835
00:00,0,pcc_direct,6,0.1,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.1489795918367347,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.19795918367346937,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.24693877551020407,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.29591836734693877,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.3448979591836735,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.3938775510204081,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.44285714285714284,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.49183673469387756,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.5408163265306122,0.0,0,0,0,1,1.2554268832441142
00:00,0,pcc_direct,6,0.5897959183673469,0.0,1,0,0,1,1.2554268832441142
