strategy,m,kc_noon_mean,kc_noon_std,kc_dawn_mean,kc_dawn_std,peak_valley_ratio,improvement_pct
max_power,0,6.428635714285714,0.7228052539591175,0.292955,0.0,21.944106481492767,0.0
max_power,1,5.141466142857143,0.5555564337453123,0.292955,0.0,17.550361464583787,-20.022437553402234
max_power,2,4.288675857142858,0.4440989186350374,0.292955,0.0,14.639367333354466,-33.28793156512878
max_power,4,3.235656714285714,0.38938925591611384,0.292955,0.0,11.04489329175373,-49.668065541566804
max_power,6,2.5836068571428568,0.27924620094666075,0.292955,0.0,8.819125316662479,-59.8109618903811
max_power,8,2.1654759999999995,0.2660123468362575,0.292955,0.0,7.391838336945945,-66.31515462623153
max_power,10,1.889787285714286,0.22090867969345335,0.292955,0.0,6.450776691690826,-70.60360285286035
max_power,15,1.4048322857142856,0.18520828162073308,0.292955,0.0,4.795385932017838,-78.14727186061472
max_power,20,1.0954864285714287,0.1778609720838696,0.292955,0.0,3.739435847046231,-82.95927040729592
