day,hour,kappa_c_mean,kappa_c_std
0,0,0.292955,0.001732
0,3,0.292955,0.001732
0,6,0.292955,0.001732
0,9,1.522026,0.178383
0,12,2.165875,0.238693
0,15,1.872965,0.268859
0,18,0.292955,0.001732
0,21,0.351704,0.176642
1,0,0.292955,0.001732
1,3,0.292955,0.001732
1,6,0.292955,0.001732
1,9,1.522026,0.178383
1,12,2.399165,0.386919
1,15,2.049013,0.266179
1,18,0.292955,0.001732
1,21,0.292955,0.001732
2,0,0.292955,0.001732
2,3,0.292955,0.001732
2,6,0.292955,0.001732
2,9,1.580714,0.237545
2,12,2.223847,0.267202
2,15,1.931769,0.236791
2,18,0.292955,0.001732
2,21,0.351704,0.176642
3,0,0.292955,0.001732
3,3,0.292955,0.001732
3,6,0.292955,0.001732
3,9,1.522026,0.178383
3,12,2.458140,0.269304
3,15,1.755255,0.289120
3,18,0.292955,0.001732
3,21,0.292955,0.001732
4,0,0.292955,0.001732
4,3,0.292955,0.001732
4,6,0.292955,0.001732
4,9,1.229492,0.287864
4,12,2.107187,0.179348
4,15,1.696930,0.284231
4,18,0.292955,0.001732
4,21,0.292955,0.001732
5,0,0.292955,0.001732
5,3,0.292955,0.001732
5,6,0.292955,0.001732
5,9,0.936865,0.177481
5,12,2.165432,0.233975
5,15,1.696930,0.284231
5,18,0.292955,0.001732
5,21,0.292955,0.001732
6,0,0.292955,0.001732
6,3,0.292955,0.001732
6,6,0.292955,0.001732
6,9,0.878116,0.005192
6,12,1.638686,0.267360
6,15,1.287817,0.268625
6,18,0.292955,0.001732
6,21,0.351704,0.176642
