instance_id,alpha_over_alpha_star,S,T_rounds
2,0.5897959183673469,0.06,5
2,0.6387755102040816,0.09,6
2,0.6877551020408162,0.16,8
2,0.736734693877551,0.26,7
2,0.7857142857142857,0.36,7
2,0.8346938775510203,0.37,8
2,0.883673469387755,0.4,8
2,0.9326530612244898,0.72,6
2,0.9816326530612244,0.73,6
2,1.030612244897959,1.0,0
2,1.079591836734694,1.0,0
2,1.1285714285714286,1.0,0
2,1.1775510204081634,1.0,0
2,1.226530612244898,1.0,0
2,1.2755102040816326,1.0,0
2,1.3244897959183675,1.0,0
2,1.373469387755102,1.0,0
2,1.4224489795918367,1.0,0
2,1.4714285714285715,1.0,0
2,1.5204081632653061,1.0,0
2,1.5693877551020408,1.0,0
2,1.6183673469387756,1.0,0
2,1.6673469387755102,1.0,0
2,1.7163265306122448,1.0,0
2,1.7653061224489797,1.0,0
2,1.8142857142857143,1.0,0
2,1.863265306122449,1.0,0
2,1.9122448979591837,1.0,0
2,1.9612244897959183,1.0,0
2,2.010204081632653,1.0,0
2,2.059183673469388,1.0,0
2,2.1081632653061226,1.0,0
2,2.157142857142857,1.0,0
2,2.206122448979592,1.0,0
2,2.2551020408163267,1.0,0
2,2.304081632653061,1.0,0
2,2.353061224489796,1.0,0
2,2.4020408163265308,1.0,0
2,2.451020408163265,1.0,0
2,2.5,1.0,0
3,0.1,0.0,1
3,0.1489795918367347,0.0,2
3,0.19795918367346937,0.0,1
3,0.24693877551020407,0.0,2
3,0.29591836734693877,0.0,2
3,0.3448979591836735,0.0,2
3,0.3938775510204081,0.0,2
3,0.44285714285714284,0.0,4
3,0.49183673469387756,0.0,4
3,0.5408163265306122,0.16,3
3,0.5897959183673469,0.19,5
3,0.6387755102040816,0.26,4
3,0.6877551020408162,0.38,5
3,0.736734693877551,0.29,6
3,0.7857142857142857,0.68,4
3,0.8346938775510203,0.73,3
3,0.883673469387755,0.73,3
3,0.9326530612244898,0.73,3
3,0.9816326530612244,0.7,6
3,1.030612244897959,1.0,0
3,1.079591836734694,1.0,0
3,1.1285714285714286,1.0,0
3,1.1775510204081634,1.0,0
3,1.226530612244898,1.0,0
3,1.2755102040816326,1.0,0
3,1.3244897959183675,1.0,0
3,1.373469387755102,1.0,0
3,1.4224489795918367,1.0,0
3,1.4714285714285715,1.0,0
3,1.5204081632653061,1.0,0
3,1.5693877551020408,1.0,0
3,1.6183673469387756,1.0,0
3,1.6673469387755102,1.0,0
3,1.7163265306122448,1.0,0
3,1.7653061224489797,1.0,0
3,1.8142857142857143,1.0,0
3,1.863265306122449,1.0,0
3,1.9122448979591837,1.0,0
3,1.9612244897959183,1.0,0
3,2.010204081632653,1.0,0
3,2.059183673469388,1.0,0
3,2.1081632653061226,1.0,0
3,2.157142857142857,1.0,0
3,2.206122448979592,1.0,0
3,2.2551020408163267,1.0,0
3,2.304081632653061,1.0,0
3,2.353061224489796,1.0,0
3,2.4020408163265308,1.0,0
3,2.451020408163265,1.0,0
3,2.5,1.0,0
4,0.1,0.0,1
4,0.1489795918367347,0.0,1
4,0.19795918367346937,0.0,2
4,0.24693877551020407,0.0,2
4,0.29591836734693877,0.0,2
4,0.3448979591836735,0.0,2
4,0.3938775510204081,0.0,3
4,0.44285714285714284,0.0,3
4,0.49183673469387756,0.0,3
4,0.5408163265306122,0.0,5
4,0.5897959183673469,0.11,5
4,0.6387755102040816,0.26,7
4,0.6877551020408162,0.53,6
4,0.736734693877551,0.51,8
4,0.7857142857142857,0.56,4
4,0.8346938775510203,0.69,4
4,0.883673469387755,0.44,8
4,0.9326530612244898,0.72,5
4,0.9816326530612244,0.73,5
4,1.030612244897959,1.0,0
4,1.079591836734694,1.0,0
4,1.1285714285714286,1.0,0
4,1.1775510204081634,1.0,0
4,1.226530612244898,1.0,0
4,1.2755102040816326,1.0,0
4,1.3244897959183675,1.0,0
4,1.373469387755102,1.0,0
4,1.4224489795918367,1.0,0
4,1.4714285714285715,1.0,0
4,1.5204081632653061,1.0,0
4,1.5693877551020408,1.0,0
4,1.6183673469387756,1.0,0
4,1.6673469387755102,1.0,0
4,1.7163265306122448,1.0,0
4,1.7653061224489797,1.0,0
4,1.8142857142857143,1.0,0
4,1.863265306122449,1.0,0
4,1.9122448979591837,1.0,0
4,1.9612244897959183,1.0,0
4,2.010204081632653,1.0,0
4,2.059183673469388,1.0,0
4,2.1081632653061226,1.0,0
4,2.157142857142857,1.0,0
4,2.206122448979592,1.0,0
4,2.2551020408163267,1.0,0
4,2.304081632653061,1.0,0
4,2.353061224489796,1.0,0
4,2.4020408163265308,1.0,0
4,2.451020408163265,1.0,0
4,2.5,1.0,0
5,0.1,0.0,1
5,0.1489795918367347,0.0,1
5,0.19795918367346937,0.0,2
5,0.24693877551020407,0.0,2
5,0.29591836734693877,0.0,2
5,0.3448979591836735,0.0,2
5,0.3938775510204081,0.0,2
5,0.44285714285714284,0.0,2
5,0.49183673469387756,0.0,2
5,0.5408163265306122,0.0,3
5,0.5897959183673469,0.0,3
5,0.6387755102040816,0.0,3
5,0.6877551020408162,0.0,4
5,0.736734693877551,0.0,5
5,0.7857142857142857,0.04,7
5,0.8346938775510203,0.08,5
5,0.883673469387755,0.16,6
5,0.9326530612244898,0.22,8
5,0.9816326530612244,0.18,8
5,1.030612244897959,1.0,0
5,1.079591836734694,1.0,0
5,1.1285714285714286,1.0,0
5,1.1775510204081634,1.0,0
5,1.226530612244898,1.0,0
5,1.2755102040816326,1.0,0
5,1.3244897959183675,1.0,0
5,1.373469387755102,1.0,0
5,1.4224489795918367,1.0,0
5,1.4714285714285715,1.0,0
5,1.5204081632653061,1.0,0
5,1.5693877551020408,1.0,0
5,1.6183673469387756,1.0,0
5,1.6673469387755102,1.0,0
5,1.7163265306122448,1.0,0
5,1.7653061224489797,1.0,0
5,1.8142857142857143,1.0,0
5,1.863265306122449,1.0,0
5,1.9122448979591837,1.0,0
5,1.9612244897959183,1.0,0
5,2.010204081632653,1.0,0
5,2.059183673469388,1.0,0
5,2.1081632653061226,1.0,0
5,2.157142857142857,1.0,0
5,2.206122448979592,1.0,0
5,2.2551020408163267,1.0,0
5,2.304081632653061,1.0,0
5,2.353061224489796,1.0,0
5,2.4020408163265308,1.0,0
5,2.451020408163265,1.0,0
5,2.5,1.0,0
6,0.1,0.0,1
6,0.1489795918367347,0.0,1
6,0.19795918367346937,0.0,2
6,0.24693877551020407,0.0,2
6,0.29591836734693877,0.0,3
6,0.3448979591836735,0.0,4
6,0.3938775510204081,0.14,3
6,0.44285714285714284,0.14,4
6,0.49183673469387756,0.06,4
6,0.5408163265306122,0.41,4
6,0.5897959183673469,0.42,4
6,0.6387755102040816,0.48,5
6,0.6877551020408162,0.48,5
6,0.736734693877551,0.54,5
6,0.7857142857142857,0.52,5
6,0.8346938775510203,0.65,4
6,0.883673469387755,0.73,4
6,0.9326530612244898,0.61,8
6,0.9816326530612244,0.83,4
6,1.030612244897959,1.0,0
6,1.079591836734694,1.0,0
6,1.1285714285714286,1.0,0
6,1.1775510204081634,1.0,0
6,1.226530612244898,1.0,0
6,1.2755102040816326,1.0,0
6,1.3244897959183675,1.0,0
6,1.373469387755102,1.0,0
6,1.4224489795918367,1.0,0
6,1.4714285714285715,1.0,0
6,1.5204081632653061,1.0,0
6,1.5693877551020408,1.0,0
6,1.6183673469387756,1.0,0
6,1.6673469387755102,1.0,0
6,1.7163265306122448,1.0,0
6,1.7653061224489797,1.0,0
6,1.8142857142857143,1.0,0
6,1.863265306122449,1.0,0
6,1.9122448979591837,1.0,0
6,1.9612244897959183,1.0,0
6,2.010204081632653,1.0,0
6,2.059183673469388,1.0,0
6,2.1081632653061226,1.0,0
6,2.157142857142857,1.0,0
6,2.206122448979592,1.0,0
6,2.2551020408163267,1.0,0
6,2.304081632653061,1.0,0
6,2.353061224489796,1.0,0
6,2.4020408163265308,1.0,0
6,2.451020408163265,1.0,0
6,2.5,1.0,0
7,0.1,0.0,1
7,0.1489795918367347,0.0,1
7,0.19795918367346937,0.0,1
7,0.24693877551020407,0.0,1
7,0.29591836734693877,0.0,2
7,0.3448979591836735,0.0,2
7,0.3938775510204081,0.0,2
7,0.44285714285714284,0.0,2
7,0.49183673469387756,0.0,2
7,0.5408163265306122,0.0,2
7,0.5897959183673469,0.0,3
7,0.6387755102040816,0.0,3
7,0.6877551020408162,0.02,3
7,0.736734693877551,0.0,6
7,0.7857142857142857,0.37,7
7,0.8346938775510203,0.32,7
7,0.883673469387755,0.63,8
7,0.9326530612244898,0.24,7
7,0.9816326530612244,0.62,4
7,1.030612244897959,1.0,0
7,1.079591836734694,1.0,0
7,1.1285714285714286,1.0,0
7,1.1775510204081634,1.0,0
7,1.226530612244898,1.0,0
7,1.2755102040816326,1.0,0
7,1.3244897959183675,1.0,0
7,1.373469387755102,1.0,0
7,1.4224489795918367,1.0,0
7,1.4714285714285715,1.0,0
7,1.5204081632653061,1.0,0
7,1.5693877551020408,1.0,0
7,1.6183673469387756,1.0,0
7,1.6673469387755102,1.0,0
7,1.7163265306122448,1.0,0
7,1.7653061224489797,1.0,0
7,1.8142857142857143,1.0,0
7,1.863265306122449,1.0,0
7,1.9122448979591837,1.0,0
7,1.9612244897959183,1.0,0
7,2.010204081632653,1.0,0
7,2.059183673469388,1.0,0
7,2.1081632653061226,1.0,0
7,2.157142857142857,1.0,0
7,2.206122448979592,1.0,0
7,2.2551020408163267,1.0,0
7,2.304081632653061,1.0,0
7,2.353061224489796,1.0,0
7,2.4020408163265308,1.0,0
7,2.451020408163265,1.0,0
7,2.5,1.0,0
8,0.1,0.0,1
8,0.1489795918367347,0.0,1
8,0.19795918367346937,0.0,2
8,0.24693877551020407,0.0,2
8,0.29591836734693877,0.0,2
8,0.3448979591836735,0.0,2
8,0.3938775510204081,0.0,3
8,0.44285714285714284,0.0,2
8,0.49183673469387756,0.0,3
8,0.5408163265306122,0.0,6
8,0.5897959183673469,0.0,7
8,0.6387755102040816,0.11,5
8,0.6877551020408162,0.25,5
8,0.736734693877551,0.32,5
8,0.7857142857142857,0.38,6
8,0.8346938775510203,0.48,6
8,0.883673469387755,0.7,4
8,0.9326530612244898,0.7,4
8,0.9816326530612244,0.43,9
8,1.030612244897959,1.0,0
8,1.079591836734694,1.0,0
8,1.1285714285714286,1.0,0
8,1.1775510204081634,1.0,0
8,1.226530612244898,1.0,0
8,1.2755102040816326,1.0,0
8,1.3244897959183675,1.0,0
8,1.373469387755102,1.0,0
8,1.4224489795918367,1.0,0
8,1.4714285714285715,1.0,0
8,1.5204081632653061,1.0,0
8,1.5693877551020408,1.0,0
8,1.6183673469387756,1.0,0
8,1.6673469387755102,1.0,0
8,1.7163265306122448,1.0,0
8,1.7653061224489797,1.0,0
8,1.8142857142857143,1.0,0
8,1.863265306122449,1.0,0
8,1.9122448979591837,1.0,0
8,1.9612244897959183,1.0,0
8,2.010204081632653,1.0,0
8,2.059183673469388,1.0,0
8,2.1081632653061226,1.0,0
8,2.157142857142857,1.0,0
8,2.206122448979592,1.0,0
8,2.2551020408163267,1.0,0
8,2.304081632653061,1.0,0
8,2.353061224489796,1.0,0
8,2.4020408163265308,1.0,0
8,2.451020408163265,1.0,0
8,2.5,1.0,0
9,0.1,0.0,2
9,0.1489795918367347,0.0,2
9,0.19795918367346937,0.0,2
9,0.24693877551020407,0.0,3
9,0.29591836734693877,0.0,6
9,0.3448979591836735,0.05,8
9,0.3938775510204081,0.08,2
9,0.44285714285714284,0.13,2
9,0.49183673469387756,0.16,2
9,0.5408163265306122,0.17,2
9,0.5897959183673469,0.45,3
9,0.6387755102040816,0.45,3
9,0.6877551020408162,0.2,4
9,0.736734693877551,0.26,4
9,0.7857142857142857,0.24,5
9,0.8346938775510203,0.3,5
9,0.883673469387755,0.32,5
9,0.9326530612244898,0.34,5
9,0.9816326530612244,0.49,5
9,1.030612244897959,1.0,0
9,1.079591836734694,1.0,0
9,1.1285714285714286,1.0,0
9,1.1775510204081634,1.0,0
9,1.226530612244898,1.0,0
9,1.2755102040816326,1.0,0
9,1.3244897959183675,1.0,0
9,1.373469387755102,1.0,0
9,1.4224489795918367,1.0,0
9,1.4714285714285715,1.0,0
9,1.5204081632653061,1.0,0
9,1.5693877551020408,1.0,0
9,1.6183673469387756,1.0,0
9,1.6673469387755102,1.0,0
9,1.7163265306122448,1.0,0
9,1.7653061224489797,1.0,0
9,1.8142857142857143,1.0,0
9,1.863265306122449,1.0,0
9,1.9122448979591837,1.0,0
9,1.9612244897959183,1.0,0
9,2.010204081632653,1.0,0
9,2.059183673469388,1.0,0
9,2.1081632653061226,1.0,0
9,2.157142857142857,1.0,0
9,2.206122448979592,1.0,0
9,2.2551020408163267,1.0,0
9,2.304081632653061,1.0,0
9,2.353061224489796,1.0,0
9,2.4020408163265308,1.0,0
9,2.451020408163265,1.0,0
9,2.5,1.0,0
10,0.1,0.0,1
10,0.1489795918367347,0.0,1
10,0.19795918367346937,0.0,1
10,0.24693877551020407,0.0,2
10,0.29591836734693877,0.0,2
10,0.3448979591836735,0.0,2
10,0.3938775510204081,0.0,4
10,0.44285714285714284,0.0,4
10,0.49183673469387756,0.12,7
10,0.5408163265306122,0.19,6
10,0.5897959183673469,0.39,5
10,0.6387755102040816,0.32,6
10,0.6877551020408162,0.26,7
10,0.736734693877551,0.6,5
10,0.7857142857142857,0.76,3
10,0.8346938775510203,0.83,3
10,0.883673469387755,0.65,5
10,0.9326530612244898,0.78,6
10,0.9816326530612244,0.76,5
10,1.030612244897959,1.0,0
10,1.079591836734694,1.0,0
10,1.1285714285714286,1.0,0
10,1.1775510204081634,1.0,0
10,1.226530612244898,1.0,0
10,1.2755102040816326,1.0,0
10,1.3244897959183675,1.0,0
10,1.373469387755102,1.0,0
10,1.4224489795918367,1.0,0
10,1.4714285714285715,1.0,0
10,1.5204081632653061,1.0,0
10,1.5693877551020408,1.0,0
10,1.6183673469387756,1.0,0
10,1.6673469387755102,1.0,0
10,1.7163265306122448,1.0,0
10,1.7653061224489797,1.0,0
10,1.8142857142857143,1.0,0
10,1.863265306122449,1.0,0
10,1.9122448979591837,1.0,0
10,1.9612244897959183,1.0,0
10,2.010204081632653,1.0,0
10,2.059183673469388,1.0,0
10,2.1081632653061226,1.0,0
10,2.157142857142857,1.0,0
10,2.206122448979592,1.0,0
10,2.2551020408163267,1.0,0
10,2.304081632653061,1.0,0
10,2.353061224489796,1.0,0
10,2.4020408163265308,1.0,0
10,2.451020408163265,1.0,0
10,2.5,1.0,0
11,0.1,0.0,1
11,0.1489795918367347,0.0,1
11,0.19795918367346937,0.0,1
11,0.24693877551020407,0.0,1
11,0.29591836734693877,0.0,2
11,0.3448979591836735,0.0,3
11,0.3938775510204081,0.0,3
11,0.44285714285714284,0.0,2
11,0.49183673469387756,0.03,3
11,0.5408163265306122,0.03,4
11,0.5897959183673469,0.03,3
11,0.6387755102040816,0.0,4
11,0.6877551020408162,0.11,4
11,0.736734693877551,0.02,5
11,0.7857142857142857,0.1,7
11,0.8346938775510203,0.12,7
11,0.883673469387755,0.29,7
11,0.9326530612244898,0.5,4
11,0.9816326530612244,0.52,4
11,1.030612244897959,1.0,0
11,1.079591836734694,1.0,0
11,1.1285714285714286,1.0,0
11,1.1775510204081634,1.0,0
11,1.226530612244898,1.0,0
11,1.2755102040816326,1.0,0
11,1.3244897959183675,1.0,0
11,1.373469387755102,1.0,0
11,1.4224489795918367,1.0,0
11,1.4714285714285715,1.0,0
11,1.5204081632653061,1.0,0
11,1.5693877551020408,1.0,0
11,1.6183673469387756,1.0,0
11,1.6673469387755102,1.0,0
11,1.7163265306122448,1.0,0
11,1.7653061224489797,1.0,0
11,1.8142857142857143,1.0,0
11,1.863265306122449,1.0,0
11,1.9122448979591837,1.0,0
11,1.9612244897959183,1.0,0
11,2.010204081632653,1.0,0
11,2.059183673469388,1.0,0
11,2.1081632653061226,1.0,0
11,2.157142857142857,1.0,0
11,2.206122448979592,1.0,0
11,2.2551020408163267,1.0,0
11,2.304081632653061,1.0,0
11,2.353061224489796,1.0,0
11,2.4020408163265308,1.0,0
11,2.451020408163265,1.0,0
11,2.5,1.0,0
12,0.1,0.0,1
12,0.1489795918367347,0.0,1
12,0.19795918367346937,0.0,1
12,0.24693877551020407,0.0,1
12,0.29591836734693877,0.0,2
12,0.3448979591836735,0.0,2
12,0.3938775510204081,0.0,2
12,0.44285714285714284,0.0,2
12,0.49183673469387756,0.0,3
12,0.5408163265306122,0.0,3
12,0.5897959183673469,0.0,3
12,0.6387755102040816,0.0,4
12,0.6877551020408162,0.0,5
12,0.736734693877551,0.03,6
12,0.7857142857142857,0.1,7
12,0.8346938775510203,0.16,6
12,0.883673469387755,0.16,8
12,0.9326530612244898,0.2,11
12,0.9816326530612244,0.99,1
12,1.030612244897959,1.0,0
12,1.079591836734694,1.0,0
12,1.1285714285714286,1.0,0
12,1.1775510204081634,1.0,0
12,1.226530612244898,1.0,0
12,1.2755102040816326,1.0,0
12,1.3244897959183675,1.0,0
12,1.373469387755102,1.0,0
12,1.4224489795918367,1.0,0
12,1.4714285714285715,1.0,0
12,1.5204081632653061,1.0,0
12,1.5693877551020408,1.0,0
12,1.6183673469387756,1.0,0
12,1.6673469387755102,1.0,0
12,1.7163265306122448,1.0,0
12,1.7653061224489797,1.0,0
12,1.8142857142857143,1.0,0
12,1.863265306122449,1.0,0
12,1.9122448979591837,1.0,0
12,1.9612244897959183,1.0,0
12,2.010204081632653,1.0,0
12,2.059183673469388,1.0,0
12,2.1081632653061226,1.0,0
12,2.157142857142857,1.0,0
12,2.206122448979592,1.0,0
12,2.2551020408163267,1.0,0
12,2.304081632653061,1.0,0
12,2.353061224489796,1.0,0
12,2.4020408163265308,1.0,0
12,2.451020408163265,1.0,0
12,2.5,1.0,0
13,0.1,0.0,1
13,0.1489795918367347,0.0,1
13,0.19795918367346937,0.0,1
13,0.24693877551020407,0.0,1
13,0.29591836734693877,0.0,2
13,0.3448979591836735,0.0,2
13,0.3938775510204081,0.0,3
13,0.44285714285714284,0.0,4
13,0.49183673469387756,0.0,6
13,0.5408163265306122,0.0,7
13,0.5897959183673469,0.22,8
13,0.6387755102040816,0.44,6
13,0.6877551020408162,0.46,5
13,0.736734693877551,0.62,3
13,0.7857142857142857,0.71,3
13,0.8346938775510203,0.75,2
13,0.883673469387755,0.75,3
13,0.9326530612244898,0.75,3
13,0.9816326530612244,0.66,4
13,1.030612244897959,1.0,0
13,1.079591836734694,1.0,0
13,1.1285714285714286,1.0,0
13,1.1775510204081634,1.0,0
13,1.226530612244898,1.0,0
13,1.2755102040816326,1.0,0
13,1.3244897959183675,1.0,0
13,1.373469387755102,1.0,0
13,1.4224489795918367,1.0,0
13,1.4714285714285715,1.0,0
13,1.5204081632653061,1.0,0
13,1.5693877551020408,1.0,0
13,1.6183673469387756,1.0,0
13,1.6673469387755102,1.0,0
13,1.7163265306122448,1.0,0
13,1.7653061224489797,1.0,0
13,1.8142857142857143,1.0,0
13,1.863265306122449,1.0,0
13,1.9122448979591837,1.0,0
13,1.9612244897959183,1.0,0
13,2.010204081632653,1.0,0
13,2.059183673469388,1.0,0
13,2.1081632653061226,1.0,0
13,2.157142857142857,1.0,0
13,2.206122448979592,1.0,0
13,2.2551020408163267,1.0,0
13,2.304081632653061,1.0,0
13,2.353061224489796,1.0,0
13,2.4020408163265308,1.0,0
13,2.451020408163265,1.0,0
13,2.5,1.0,0
14,0.1,0.0,1
14,0.1489795918367347,0.0,1
14,0.19795918367346937,0.0,1
14,0.24693877551020407,0.0,1
14,0.29591836734693877,0.0,1
14,0.3448979591836735,0.0,2
14,0.3938775510204081,0.0,2
14,0.44285714285714284,0.0,2
14,0.49183673469387756,0.0,2
14,0.5408163265306122,0.0,3
14,0.5897959183673469,0.0,3
14,0.6387755102040816,0.0,4
14,0.6877551020408162,0.0,5
14,0.736734693877551,0.03,5
14,0.7857142857142857,0.0,8
14,0.8346938775510203,0.23,6
14,0.883673469387755,0.15,7
14,0.9326530612244898,0.18,8
14,0.9816326530612244,0.25,9
14,1.030612244897959,1.0,0
14,1.079591836734694,1.0,0
14,1.1285714285714286,1.0,0
14,1.1775510204081634,1.0,0
14,1.226530612244898,1.0,0
14,1.2755102040816326,1.0,0
14,1.3244897959183675,1.0,0
14,1.373469387755102,1.0,0
14,1.4224489795918367,1.0,0
14,1.4714285714285715,1.0,0
14,1.5204081632653061,1.0,0
14,1.5693877551020408,1.0,0
14,1.6183673469387756,1.0,0
14,1.6673469387755102,1.0,0
14,1.7163265306122448,1.0,0
14,1.7653061224489797,1.0,0
14,1.8142857142857143,1.0,0
14,1.863265306122449,1.0,0
14,1.9122448979591837,1.0,0
14,1.9612244897959183,1.0,0
14,2.010204081632653,1.0,0
14,2.059183673469388,1.0,0
14,2.1081632653061226,1.0,0
14,2.157142857142857,1.0,0
14,2.206122448979592,1.0,0
14,2.2551020408163267,1.0,0
14,2.304081632653061,1.0,0
14,2.353061224489796,1.0,0
14,2.4020408163265308,1.0,0
14,2.451020408163265,1.0,0
14,2.5,1.0,0
15,0.1,0.0,1
15,0.1489795918367347,0.0,1
15,0.19795918367346937,0.0,2
15,0.24693877551020407,0.0,2
15,0.29591836734693877,0.0,1
15,0.3448979591836735,0.0,2
15,0.3938775510204081,0.0,3
15,0.44285714285714284,0.0,3
15,0.49183673469387756,0.0,4
15,0.5408163265306122,0.0,4
15,0.5897959183673469,0.0,4
15,0.6387755102040816,0.05,5
15,0.6877551020408162,0.0,5
15,0.736734693877551,0.0,7
15,0.7857142857142857,0.02,10
15,0.8346938775510203,0.42,8
15,0.883673469387755,0.61,5
15,0.9326530612244898,0.59,5
15,0.9816326530612244,0.46,6
15,1.030612244897959,1.0,0
15,1.079591836734694,1.0,0
15,1.1285714285714286,1.0,0
15,1.1775510204081634,1.0,0
15,1.226530612244898,1.0,0
15,1.2755102040816326,1.0,0
15,1.3244897959183675,1.0,0
15,1.373469387755102,1.0,0
15,1.4224489795918367,1.0,0
15,1.4714285714285715,1.0,0
15,1.5204081632653061,1.0,0
15,1.5693877551020408,1.0,0
15,1.6183673469387756,1.0,0
15,1.6673469387755102,1.0,0
15,1.7163265306122448,1.0,0
15,1.7653061224489797,1.0,0
15,1.8142857142857143,1.0,0
15,1.863265306122449,1.0,0
15,1.9122448979591837,1.0,0
15,1.9612244897959183,1.0,0
15,2.010204081632653,1.0,0
15,2.059183673469388,1.0,0
15,2.1081632653061226,1.0,0
15,2.157142857142857,1.0,0
15,2.206122448979592,1.0,0
15,2.2551020408163267,1.0,0
15,2.304081632653061,1.0,0
15,2.353061224489796,1.0,0
15,2.4020408163265308,1.0,0
15,2.451020408163265,1.0,0
15,2.5,1.0,0
16,0.1,0.0,1
16,0.1489795918367347,0.0,1
16,0.19795918367346937,0.0,1
16,0.24693877551020407,0.0,2
16,0.29591836734693877,0.0,2
16,0.3448979591836735,0.0,2
16,0.3938775510204081,0.0,2
16,0.44285714285714284,0.05,2
16,0.49183673469387756,0.05,4
16,0.5408163265306122,0.09,3
16,0.5897959183673469,0.25,4
16,0.6387755102040816,0.06,7
16,0.6877551020408162,0.32,5
16,0.736734693877551,0.42,6
16,0.7857142857142857,0.4,6
16,0.8346938775510203,0.42,7
16,0.883673469387755,0.48,8
16,0.9326530612244898,0.4,9
16,0.9816326530612244,0.44,9
16,1.030612244897959,1.0,0
16,1.079591836734694,1.0,0
16,1.1285714285714286,1.0,0
16,1.1775510204081634,1.0,0
16,1.226530612244898,1.0,0
16,1.2755102040816326,1.0,0
16,1.3244897959183675,1.0,0
16,1.373469387755102,1.0,0
16,1.4224489795918367,1.0,0
16,1.4714285714285715,1.0,0
16,1.5204081632653061,1.0,0
16,1.5693877551020408,1.0,0
16,1.6183673469387756,1.0,0
16,1.6673469387755102,1.0,0
16,1.7163265306122448,1.0,0
16,1.7653061224489797,1.0,0
16,1.8142857142857143,1.0,0
16,1.863265306122449,1.0,0
16,1.9122448979591837,1.0,0
16,1.9612244897959183,1.0,0
16,2.010204081632653,1.0,0
16,2.059183673469388,1.0,0
16,2.1081632653061226,1.0,0
16,2.157142857142857,1.0,0
16,2.206122448979592,1.0,0
