q,kc_noon_mean,kc_noon_std,kc_dawn_mean,kc_dawn_std,peak_valley_ratio
0.0,6.495580000000001,0.7166183225562498,0.3768965714285714,0.06669414486009283,17.234383362468524
0.05,6.42041357142857,0.7330425000288994,0.292955,0.0,21.91604024996525
0.1,6.412142000000001,0.7681061124651549,0.292955,0.0,21.887805294328484
0.2,6.45424157142857,0.7571290307204044,0.292955,0.0,22.03151190943513
0.4,6.453949,0.7100775673715746,0.292955,0.0,22.030513218753732
0.6,6.428983428571429,0.7358729103687803,0.292955,0.0,21.945293401960807
0.8,6.445329571428572,0.718591208830365,0.292955,0.0,22.001090855006986
1.0,6.487586285714286,0.7850725976308844,0.292955,0.0,22.145333876241352
